,Date,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign Traffic,Total_Sessions,Total_Bounces,Total_Duration,Days away from max date,Latest report?,Target_Groups
274,2022-07-24,3,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,99,0,1
275,2022-09-02,,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,59,0,
276,2022-06-24,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,27,129,0,2
277,2022-07-10,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,113,0,1
278,2022-09-08,5,CloseFaster,FasterAll,User ID Display,,Campaign,34,32,379,53,0,2
279,2022-08-12,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0,80,0,2
280,2022-05-08,1,UnfairAdvantage,OnePage,Domain Display,,Campaign,2,0,0,176,0,1
281,2022-09-01,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,2,0,0,60,0,2
282,2022-05-04,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,5,0,188,180,0,2
283,2022-04-28,1,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,186,0,1
284,2022-06-15,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,2,0,2,138,0,2
285,2022-09-14,3,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,47,0,1
286,2022-10-23,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,17,0,27,8,1,2
287,2022-05-26,3,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,158,0,1
288,2022-05-02,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,6,0,0,182,0,2
289,2022-04-25,5,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,189,0,2
290,2022-08-27,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0,65,0,1
291,2022-06-15,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,10,0,82,138,0,3
292,2022-06-25,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,128,0,2
293,2022-07-26,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,360,97,0,2
294,2022-08-28,,Others,Others,,,General traffic,1,0,0,64,0,
295,2022-05-16,4,CloserTwins,Competitors,Domain Display,,Campaign,2,0,0,168,0,2
296,2022-07-28,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,15,0,0,95,0,2
297,2022-10-12,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,533,19,0,2
298,2022-09-13,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,0,48,0,1
299,2022-10-17,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,8,0,0,14,0,3
300,2022-04-11,6,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,3,0,0,203,0,3
301,2022-04-30,2,UnfairAdvantage,All,Facebook,Carousel,Campaign,1,0,0,184,0,1
302,2022-08-28,5,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,11,64,0,2
303,2022-09-10,,Others,Others,,,General traffic,8,0,31,51,0,
304,2022-05-05,5,CloserTwins,interactive,Domain Display,,Campaign,4,0,131,179,0,2
305,2022-08-26,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,90,0,10659,66,0,3
306,2022-10-07,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,24,0,2
307,2022-09-20,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,41,0,1
308,2022-10-14,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,7,0,0,17,0,2
309,2022-10-28,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,16,0,4,3,1,2
310,2022-08-12,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,80,0,2
311,2022-09-17,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,44,0,2
312,2022-09-22,1,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,39,0,1
313,2022-08-26,4,Others,ad1,LinkedIn,,Campaign,24,0,0,66,0,2
314,2022-09-05,,Others,Others,,,General traffic,7,0,1,56,0,
315,2022-09-29,,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,467,32,0,
316,2022-10-09,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,6,0,16,22,0,1
317,2022-07-01,4,CloserTwins,MoreAll,User ID Display,,Campaign,3,0,2,122,0,2
318,2022-10-13,5,CloseFaster,FasterAll,Domain Display,,Campaign,2,0,0,18,0,2
319,2022-08-29,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,63,0,2
320,2022-10-10,1,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,1,0,0,21,0,1
321,2022-08-03,5,CloseFaster,FasterAll,Domain Display,,Campaign,5,0,0,89,0,2
322,2022-08-17,3,CloseFaster,FasterAll,User ID Display,,Campaign,6,0,0,75,0,1
323,2022-05-20,4,CloseFaster,MoreAll,Domain Display,,Campaign,1,0,73,164,0,2
324,2022-10-10,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,3,0,0,21,0,1
325,2022-10-27,,CloserTwins,Faceoff,Domain Display,,Campaign,3,0,0,4,1,
326,2022-09-12,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,3,0,0,49,0,1
327,2022-09-12,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,14,0,0,49,0,1
328,2022-09-21,1,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,2,0,0,40,0,1
329,2022-04-12,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,4,0,0,202,0,3
330,2022-08-21,3,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,71,0,1
331,2022-05-01,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,4,0,425,183,0,3
332,2022-08-26,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0,66,0,1
333,2022-06-30,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,123,0,2
334,2022-08-02,3,CloserTwins,Faceoff,Facebook,Video,Campaign,2,0,0,90,0,1
335,2022-10-07,4,CloserTwins,MoreAll,User ID Display,,Campaign,27,0,0,24,0,2
336,2022-07-12,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0,111,0,1
337,2022-08-29,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,3,0,0,63,0,1
338,2022-09-29,3,CloseFaster,FasterAll,User ID Display,,Campaign,17,0,0,32,0,1
339,2022-05-09,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,175,0,2
340,2022-09-22,3,UnfairAdvantage,OnePage,Domain Display,,Campaign,3,0,284,39,0,1
341,2022-09-03,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,4,0,0,58,0,1
342,2022-09-15,,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,46,0,
343,2022-07-19,4,CloseFaster,MoreAll,User ID Display,,Campaign,7,0,0,104,0,2
344,2022-06-04,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0,149,0,2
345,2022-06-14,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,138,0,18538,139,0,3
346,2022-07-28,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,1,0,0,95,0,3
347,2022-07-09,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,114,0,2
348,2022-09-28,3,CloseFaster,FasterAll,User ID Display,,Campaign,21,0,0,33,0,1
349,2022-10-13,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,11,0,808,18,0,2
350,2022-08-04,3,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,16,0,0,88,0,1
351,2022-06-09,1,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,144,0,1
352,2022-09-08,1,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,53,0,1
353,2022-06-08,1,CloserTwins,MoreAll,Facebook,Video,Campaign,2,0,0,145,0,1
354,2022-09-01,5,CloserTwins,MoreAll,Domain Display,,Campaign,4,0,486,60,0,2
355,2022-10-25,4,UnfairAdvantage,NaN,Domain Display,,Campaign,54,0,1216,6,1,2
356,2022-09-05,5,CloserTwins,MoreAll,Domain Display,,Campaign,3,0,0,56,0,2
357,2022-08-01,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,22,0,0,91,0,1
358,2022-09-04,3,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,57,0,1
359,2022-10-05,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,26,0,2
360,2022-08-19,2,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,73,0,1
361,2022-09-10,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,31,51,0,2
362,2022-05-23,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,5,0,81,161,0,3
363,2022-07-07,1,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,116,0,1
364,2022-05-04,2,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,180,0,1
365,2022-08-08,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0,84,0,1
366,2022-10-08,4,CloseFaster,MoreAll,User ID Display,,Campaign,17,0,1361,23,0,2
367,2022-09-28,,CloseFaster,FasterAll,User ID Display,,Campaign,1,0,0,33,0,
368,2022-09-21,4,CloseFaster,MoreAll,User ID Display,,Campaign,16,0,189,40,0,2
369,2022-04-23,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,191,0,1
370,2022-08-15,5,CloserTwins,Competitors,Domain Display,,Campaign,2,0,0,77,0,2
371,2022-10-20,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,11,1,1
372,2022-06-14,,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,840,139,0,
373,2022-08-16,4,CloseFaster,FasterAll,User ID Display,,Campaign,10,0,1071,76,0,2
374,2022-08-17,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0,75,0,1
375,2022-06-03,6,Trade Media Ads,NaN,Trade Media,National_mortgage_news,Campaign,4,0,0,150,0,3
376,2022-07-19,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,104,0,2
377,2022-09-30,4,UnfairAdvantage,NoDTI,User ID Display,,Campaign,5,0,0,31,0,2
378,2022-06-15,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,14,0,0,138,0,2
379,2022-06-26,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,127,0,1
380,2022-07-29,1,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,94,0,1
381,2022-05-13,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,6,0,820,171,0,3
382,2022-05-23,5,CloserTwins,Faceoff,Domain Display,,Campaign,3,0,0,161,0,2
383,2022-08-22,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,70,0,2
384,2022-06-05,4,CloserTwins,MoreAll,Domain Display,,Campaign,2,0,0,148,0,2
385,2022-07-10,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,113,0,2
386,2022-10-13,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,49,18,0,2
387,2022-04-23,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,3,0,268,191,0,3
388,2022-08-29,,NaN,NaN,,,General traffic,61,0,260,63,0,
389,2022-09-09,4,CloserTwins,MoreAll,User ID Display,,Campaign,29,0,0,52,0,2
390,2022-10-08,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,0,23,0,2
391,2022-08-17,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,5,0,0,75,0,1
392,2022-10-18,3,CloseFaster,MoreAll,User ID Display,,Campaign,7,0,0,13,1,1
393,2022-07-04,1,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,119,0,1
394,2022-10-03,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0,28,0,2
395,2022-06-05,1,CloserTwins,Cutdown,Facebook,Video,Campaign,2,0,0,148,0,1
396,2022-05-11,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,173,0,2
397,2022-09-30,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,6,0,133,31,0,3
398,2022-04-27,5,CloseFaster,FasterAll,Domain Display,,Campaign,2,0,0,187,0,2
399,2022-08-16,3,CloseFaster,MoreAll,User ID Display,,Campaign,7,0,0,76,0,1
400,2022-09-08,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,26,0,0,53,0,1
401,2022-10-06,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,8,0,0,25,0,1
402,2022-08-05,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0,87,0,1
403,2022-07-28,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,95,0,1
404,2022-05-16,5,CloseFaster,FasterAll,Domain Display,,Campaign,8,0,0,168,0,2
405,2022-06-12,3,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0,141,0,1
406,2022-08-06,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,86,0,2
407,2022-09-05,3,CloseFaster,FasterAll,User ID Display,,Campaign,5,0,0,56,0,1
408,2022-06-12,1,CloserTwins,MoreAll,Facebook,Video,Campaign,3,0,0,141,0,1
409,2022-06-02,5,CloserTwins,MoreAll,Domain Display,,Campaign,1,0,0,151,0,2
410,2022-05-19,5,CloserTwins,MoreAll,LinkedIn,Video,Campaign,1,0,326,165,0,2
411,2022-10-21,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,45,0,336,10,1,2
412,2022-05-08,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,91,176,0,1
413,2022-05-03,4,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,181,0,2
414,2022-06-30,5,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,123,0,2
415,2022-08-11,3,CloserTwins,MoreAll,User ID Display,,Campaign,7,0,51,81,0,1
416,2022-04-29,1,UnfairAdvantage,NaN,Facebook,Single image,Campaign,1,0,9,185,0,1
417,2022-05-09,2,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,175,0,1
418,2022-07-26,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,97,0,1
419,2022-06-07,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,16,0,1791,146,0,3
420,2022-09-09,,Others,Others,,,General traffic,20,0,289,52,0,
421,2022-10-08,4,CloseFaster,FasterAll,User ID Display,,Campaign,13,0,7,23,0,2
422,2022-06-11,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,13,0,0,142,0,2
423,2022-09-07,3,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,3,0,0,54,0,1
424,2022-10-11,3,CloserTwins,MoreAll,User ID Display,,Campaign,17,0,0,20,0,1
425,2022-06-09,1,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,144,0,1
426,2022-07-05,2,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,118,0,1
427,2022-06-28,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0,125,0,2
428,2022-09-15,4,UnfairAdvantage,OnePage,User ID Display,,Campaign,17,0,0,46,0,2
429,2022-10-15,,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,16,0,
430,2022-09-24,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,0,37,0,2
431,2022-04-18,6,CompetitiveOpportunity,Others,Domain Display,Single image,Campaign,1,0,0,196,0,3
432,2022-10-30,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,1,1,1
433,2022-08-07,5,CloserTwins,CloseMore,Domain Display,,Campaign,2,0,0,85,0,2
434,2022-09-22,2,CloseFaster,MoreAll,User ID Display,,Campaign,5,0,0,39,0,1
435,2022-07-17,3,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,106,0,1
436,2022-05-08,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0,176,0,2
437,2022-09-26,5,CloserTwins,MoreAll,Domain Display,,Campaign,3,0,0,35,0,2
438,2022-04-03,6,CloserTwins,OTT,OTT,Video,Campaign,46,1,978,211,0,3
439,2022-05-06,4,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,178,0,2
440,2022-07-13,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,110,0,1
441,2022-05-08,4,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,176,0,2
442,2022-05-15,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0,169,0,1
443,2022-05-06,3,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,178,0,1
444,2022-04-23,5,CloserTwins,FasterAll,Domain Display,,Campaign,1,0,0,191,0,2
445,2022-06-11,5,CloserTwins,MoreAll,Domain Display,,Campaign,2,0,0,142,0,2
446,2022-10-18,4,CloserTwins,CloseMore,Domain Display,,Campaign,19,0,1,13,1,2
447,2022-10-23,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,12,0,0,8,1,1
448,2022-05-30,,Others,NaN,,,General traffic,1,0,0,154,0,
449,2022-10-18,,UnfairAdvantage,NaN,Domain Display,,Campaign,1,0,0,13,1,
450,2022-08-06,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,3,0,0,86,0,3
451,2022-09-06,3,CloserTwins,MoreAll,User ID Display,,Campaign,7,0,0,55,0,1
452,2022-10-02,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,6,29,0,3
453,2022-05-09,4,CloseFaster,FasterAll,Domain Display,,Campaign,1,0,0,175,0,2
454,2022-06-06,4,CloserTwins,interactive,Domain Display,,Campaign,1,0,0,147,0,2
455,2022-08-06,1,UnfairAdvantage,OnePage,User ID Display,,Campaign,6,0,2,86,0,1
456,2022-07-22,4,CloseFaster,MoreAll,Domain Display,,Campaign,1,0,4,101,0,2
457,2022-08-01,3,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,91,0,1
458,2022-09-12,4,CloserTwins,Competitors,Domain Display,,Campaign,4,0,0,49,0,2
459,2022-08-21,3,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,71,0,1
460,2022-10-18,4,UnfairAdvantage,NaN,User ID Display,,Campaign,25,0,40,13,1,2
461,2022-08-25,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,117,0,15996,67,0,3
462,2022-10-22,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,16,0,0,9,1,1
463,2022-09-02,5,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,9,0,0,59,0,2
464,2022-10-26,2,CloseFaster,FasterAll,User ID Display,,Campaign,1,0,0,5,1,1
465,2022-10-30,4,UnfairAdvantage,NoDTI,User ID Display,,Campaign,8,0,0,1,1,2
466,2022-06-11,2,CloserTwins,Cutdown,Domain Display,Video,Campaign,1,0,0,142,0,1
467,2022-07-28,3,CloserTwins,Competitors,Domain Display,,Campaign,1,0,0,95,0,1
468,2022-05-02,3,CloserTwins,CloseMore,Domain Display,,Campaign,1,0,0,182,0,1
469,2022-09-17,2,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,16,0,0,44,0,1
470,2022-05-01,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,1887,183,0,3
471,2022-09-29,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,2,32,0,2
472,2022-10-25,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,73,0,4344,6,1,2
473,2022-08-07,1,UnfairAdvantage,NaN,Facebook,Single image,Campaign,1,0,0,85,0,1
474,2022-05-28,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,19,0,2507,156,0,3
475,2022-06-06,1,CloserTwins,Cutdown,Domain Display,Video,Campaign,2,0,0,147,0,1
476,2022-06-14,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0,139,0,2
477,2022-06-04,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0,149,0,3
478,2022-07-19,3,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0,104,0,1
479,2022-08-01,4,CloserTwins,MoreAll,User ID Display,,Campaign,3,0,0,91,0,2
480,2022-07-05,2,UnfairAdvantage,OnePage,Domain Display,,Campaign,1,0,0,118,0,1
481,2022-05-20,5,UnfairAdvantage,OnePage,LinkedIn,Single image,Campaign,16,0,573,164,0,2
482,2022-05-02,2,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,182,0,1
483,2022-07-18,4,CloseFaster,FasterAll,User ID Display,,Campaign,8,0,0,105,0,2
484,2022-07-13,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,5,0,0,110,0,3
485,2022-09-23,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0,38,0,2
486,2022-10-15,6,Trade Media Ads,ROS,Trade Media,Housingwire,Campaign,3,0,0,16,0,3
487,2022-05-08,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0,176,0,2
488,2022-09-10,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,15,0,474,51,0,3
489,2022-07-03,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,120,0,2
490,2022-07-01,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0,122,0,2
491,2022-05-03,2,CloserTwins,Faceoff,Facebook,Video,Campaign,1,0,0,181,0,1
492,2022-09-10,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,3,0,0,51,0,2
493,2022-08-07,3,CloserTwins,Cutdown,Facebook,Video,Campaign,1,0,0,85,0,1
494,2022-08-25,5,CloserTwins,MoreAll,Domain Display,,Campaign,2,0,0,67,0,2
495,2022-09-17,4,CloseFaster,MoreAll,User ID Display,,Campaign,23,0,0,44,0,2
496,2022-07-29,3,CloseFaster,MoreAll,User ID Display,,Campaign,7,0,0,94,0,1
497,2022-09-15,5,UnfairAdvantage,OnePage,Domain Display,,Campaign,4,0,0,46,0,2
498,2022-08-01,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,91,0,1
499,2022-09-13,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0,48,0,2
500,2022-06-25,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,128,0,2
501,2022-10-24,4,UnfairAdvantage,NoDTI,Domain Display,,Campaign,21,0,0,7,1,2
502,2022-07-14,3,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,1,0,0,109,0,1
503,2022-08-20,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0,72,0,3
504,2022-09-08,2,UnfairAdvantage,OnePage,User ID Display,,Campaign,16,0,486,53,0,1
505,2022-05-18,5,CloserTwins,Faceoff,Domain Display,,Campaign,1,0,0,166,0,2
506,2022-05-12,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,172,0,1
507,2022-08-16,4,CloseFaster,MoreAll,Domain Display,,Campaign,2,0,0,76,0,2
508,2022-09-09,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,100,0,17661,52,0,3
509,2022-08-19,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,3,0,0,73,0,1
510,2022-10-21,1,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,11,0,0,10,1,1
511,2022-04-11,6,CloserTwins,OTT,OTT,Video,Campaign,27,1,51,203,0,3
512,2022-05-04,1,UnfairAdvantage,OnePage,Facebook,Single image,Campaign,1,0,0,180,0,1
513,2022-06-12,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0,141,0,2
514,2022-08-21,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,71,0,2
515,2022-05-28,1,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,3,0,42,156,0,1
516,2022-06-05,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,162,148,0,2
517,2022-05-18,6,SEM Ads,CloseMore,Google SEM,CPC,Campaign,8,0,1530,166,0,3
518,2022-07-08,6,Trade Media Ads,NaN,Trade Media,National_mortgage_news,Campaign,2,0,234,115,0,3
519,2022-07-16,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,29,107,0,1
520,2022-09-02,4,UnfairAdvantage,NaN,User ID Display,Single image,Campaign,2,0,0,59,0,2
521,2022-10-19,4,CloserTwins,MoreAll,User ID Display,,Campaign,13,0,0,12,1,2
522,2022-04-25,4,UnfairAdvantage,NaN,Domain Display,Single image,Campaign,6,0,4,189,0,2
523,2022-05-12,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,172,0,2
524,2022-08-18,,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,74,0,
525,2022-05-03,5,CloserTwins,Cutdown,LinkedIn,Video,Campaign,1,0,0,181,0,2
526,2022-10-22,4,UnfairAdvantage,OnePage,Domain Display,,Campaign,39,0,1792,9,1,2
527,2022-10-13,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,20,0,3238,18,0,2
528,2022-06-27,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,8,0,1633,126,0,2
529,2022-08-04,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0,88,0,2
530,2022-07-26,4,UnfairAdvantage,NaN,LinkedIn,Single image,Campaign,1,0,0,97,0,2
531,2022-09-15,3,UnfairAdvantage,OnePage,User ID Display,,Campaign,11,0,0,46,0,1
532,2022-09-24,5,CloseFaster,FasterAll,User ID Display,,Campaign,20,19,236,37,0,2
533,2022-10-18,,Others,Others,,,General traffic,2,0,0,13,1,
534,2022-07-02,5,CloserTwins,MoreAll,Domain Display,,Campaign,3,0,0,121,0,2
535,2022-07-31,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,92,0,1
536,2022-08-30,,Others,Others,,,General traffic,1,0,0,62,0,
537,2022-06-15,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,17,138,0,2
538,2022-09-21,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,1100,40,0,1
539,2022-08-29,2,CloseFaster,MoreAll,User ID Display,,Campaign,1,0,0,63,0,1
540,2022-10-12,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,19,0,1
541,2022-10-26,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,4,0,0,5,1,3
542,2022-09-07,3,CloseFaster,FasterAll,User ID Display,,Campaign,38,0,0,54,0,1
543,2022-06-21,,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,132,0,
544,2022-09-07,,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,12,54,0,
545,2022-05-15,4,CloserTwins,MoreAll,LinkedIn,Video,Campaign,1,0,0,169,0,2
