Date,Audience,Target_Group,Creative_Family,Creative_Version,Platform,Ad_Format,Campaign_Traffic,Total_Sessions,Total_Bounces,Total_Duration
5/5/2022,5,2,CloserTwins,interactive,Domain Display,NA,Campaign,4,0,131
26/8/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,90,0,10659
7/10/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0
20/9/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
14/10/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,0
28/10/2022,5,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,16,0,4
12/8/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0
17/9/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0
22/9/2022,1,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
26/8/2022,4,2,others,ad1,LinkedIn,NA,Campaign,24,0,0
5/9/2022,NA,NA,others,August,NA,NA,General traffic,7,0,1
29/9/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,467
9/10/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,6,0,16
1/7/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,2
13/10/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0
29/8/2022,4,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
10/10/2022,1,1,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
3/8/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,5,0,0
17/8/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,6,0,0
20/5/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,73
10/10/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,3,0,0
27/10/2022,NA,NA,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0
12/9/2022,2,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,3,0,0
12/9/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,14,0,0
21/9/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0
12/4/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,4,0,0
21/8/2022,3,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
1/5/2022,6,3,others,Rate Lock,Trade Media,Scotsman,Campaign,4,0,425
26/8/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0
30/6/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0
2/8/2022,3,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,2,0,0
7/10/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,27,0,0
12/7/2022,2,1,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0
29/8/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,3,0,0
29/9/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,17,0,0
9/5/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0
22/9/2022,3,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,284
3/9/2022,3,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,4,0,0
15/9/2022,NA,NA,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
19/7/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0
4/6/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0
14/6/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,138,0,18538
28/7/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,1,0,0
9/7/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
28/9/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,21,0,0
13/10/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,11,0,808
4/8/2022,3,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,16,0,0
9/6/2022,1,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
8/9/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
8/6/2022,1,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,2,0,0
1/9/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,4,0,486
25/10/2022,4,2,UnfairAdvantage,1099,Domain Display,NA,Campaign,54,0,1216
5/9/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0
1/8/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,22,0,0
4/9/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
5/10/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0
19/8/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0
10/9/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,31
23/5/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,5,0,81
7/7/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
4/5/2022,2,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0
8/8/2022,2,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0
8/10/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,17,0,1361
28/9/2022,NA,NA,CloseFaster,FasterAll,User ID Display,NA,Campaign,1,0,0
21/9/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,16,0,189
23/4/2022,2,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
15/8/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0
20/10/2022,1,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
14/6/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,840
16/8/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,10,0,1071
17/8/2022,1,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0
3/6/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,4,0,0
19/7/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0
30/9/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,5,0,0
15/6/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,14,0,0
26/6/2022,1,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
29/7/2022,1,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0
13/5/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,6,0,820
23/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0
22/8/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0
5/6/2022,4,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0
10/7/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0
13/10/2022,5,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,49
23/4/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,3,0,268
29/8/2022,NA,NA,others,08-29-2022,NA,NA,General traffic,61,0,260
9/9/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,29,0,0
8/10/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,0
17/8/2022,1,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,5,0,0
18/10/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0
4/7/2022,1,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
3/10/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,4,0,0
5/6/2022,1,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,2,0,0
11/5/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
30/9/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,6,0,133
27/4/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0
16/8/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0
8/9/2022,1,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,26,0,0
6/10/2022,2,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,8,0,0
5/8/2022,3,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0
28/7/2022,2,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
16/5/2022,5,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,8,0,0
12/6/2022,3,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0
6/8/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0
5/9/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0
12/6/2022,1,1,CloserTwins,MoreLoans,Facebook,Video,Campaign,3,0,0
2/6/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
19/5/2022,5,2,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,326
21/10/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,45,0,336
8/5/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,91
3/5/2022,4,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
30/6/2022,5,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
11/8/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,51
29/4/2022,1,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,9
9/5/2022,2,1,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
26/7/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0
7/6/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,16,0,1791
9/9/2022,NA,NA,others,August,NA,NA,General traffic,20,0,289
8/10/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,13,0,7
11/6/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,13,0,0
7/9/2022,3,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0
11/10/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,17,0,0
9/6/2022,1,1,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
5/7/2022,2,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0
28/6/2022,4,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0
15/9/2022,4,2,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,17,0,0
15/10/2022,NA,NA,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
24/9/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,8,0,0
18/4/2022,6,3,CompetitiveOpportunity,Theycancelweclose,Domain Display,Single image,Campaign,1,0,0
30/10/2022,1,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
7/8/2022,5,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0
22/9/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,5,0,0
17/7/2022,3,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
8/5/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,0
26/9/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0
3/4/2022,6,3,CloserTwins,OTT_30,OTT,Video,Campaign,46,1,978
6/5/2022,4,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
13/7/2022,2,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
8/5/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0
15/5/2022,1,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,1,0,0
6/5/2022,3,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
23/4/2022,5,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
11/6/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0
18/10/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,19,0,1
23/10/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,12,0,0
30/5/2022,NA,NA,others,300x250,NA,NA,General traffic,1,0,0
18/10/2022,NA,NA,UnfairAdvantage,1099,Domain Display,NA,Campaign,1,0,0
6/8/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,3,0,0
6/9/2022,3,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,0
2/10/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,2,0,6
9/5/2022,4,2,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0
6/6/2022,4,2,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0
6/8/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,6,0,2
22/7/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,4
1/8/2022,3,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
12/9/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0
21/8/2022,3,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
18/10/2022,4,2,UnfairAdvantage,1099,User ID Display,NA,Campaign,25,0,40
25/8/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,117,0,15996
22/10/2022,3,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,16,0,0
2/9/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,0
26/10/2022,2,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,1,0,0
30/10/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,8,0,0
11/6/2022,2,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
28/7/2022,3,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
2/5/2022,3,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
17/9/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,16,0,0
1/5/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,1887
29/9/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,2
25/10/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,73,0,4344
7/8/2022,1,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0
28/5/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,19,0,2507
6/6/2022,1,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0
14/6/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0
4/6/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0
19/7/2022,3,1,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0
1/8/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,3,0,0
5/7/2022,2,1,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,1,0,0
20/5/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,16,0,573
2/5/2022,2,1,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
18/7/2022,4,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,8,0,0
13/7/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,5,0,0
23/9/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0
15/10/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,3,0,0
8/5/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0
10/9/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,15,0,474
3/7/2022,4,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0
1/7/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0
3/5/2022,2,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0
10/9/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,3,0,0
7/8/2022,3,1,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0
25/8/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0
17/9/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,23,0,0
29/7/2022,3,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0
15/9/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,4,0,0
1/8/2022,1,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0
13/9/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0
25/6/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
24/10/2022,4,2,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,21,0,0
14/7/2022,3,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0
20/8/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,1,0,0
8/9/2022,2,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,16,0,486
18/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0
12/5/2022,1,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
16/8/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0
9/9/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,100,0,17661
19/8/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0
21/10/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0
11/4/2022,6,3,CloserTwins,OTT_30,OTT,Video,Campaign,27,1,51
4/5/2022,1,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,1,0,0
12/6/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0
21/8/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
28/5/2022,1,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,42
5/6/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,162
18/5/2022,6,3,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,8,0,1530
8/7/2022,6,3,others,300x250,Trade Media,National_mortgage_news,Campaign,2,0,234
16/7/2022,1,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,29
2/9/2022,4,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0
19/10/2022,4,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,13,0,0
25/4/2022,4,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,6,0,4
12/5/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
18/8/2022,NA,NA,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
3/5/2022,5,2,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,0
22/10/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,39,0,1792
13/10/2022,4,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,20,0,3238
27/6/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,8,0,1633
4/8/2022,4,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0
26/7/2022,4,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0
15/9/2022,3,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,11,0,0
24/9/2022,5,2,CloseFaster,FasterReg,User ID Display,NA,Campaign,20,19,236
18/10/2022,NA,NA,others,NovDec,NA,NA,General traffic,2,0,0
2/7/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0
31/7/2022,1,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0
30/8/2022,NA,NA,others,August/,NA,NA,General traffic,1,0,0
15/6/2022,5,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,17
21/9/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,1100
29/8/2022,2,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0
12/10/2022,3,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0
26/10/2022,6,3,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,4,0,0
7/9/2022,3,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,38,0,0
21/6/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0
7/9/2022,NA,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,12
15/5/2022,4,2,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0
27/9/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,9,0,0
30/4/2022,1,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,4,0,14
3/9/2022,3,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
1/9/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
29/10/2022,5,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,6,0,15
1/8/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,15,0,0
27/8/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0
18/8/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0
7/5/2022,5,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,3,0,0
4/10/2022,5,2,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,16,0,1037
27/5/2022,3,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
25/9/2022,2,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,23,0,0
16/9/2022,4,2,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0
11/5/2022,3,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0
30/8/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,5,0,0
24/9/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
10/6/2022,5,2,UnfairAdvantage,1099,Domain Display,Single image,Campaign,12,0,0
6/8/2022,1,1,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,36
9/8/2022,1,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,566
27/4/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,5,0,0
11/10/2022,6,3,others,ROS1,Trade Media,Housingwire,Campaign,2,0,0
1/8/2022,5,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,2,0,0
22/9/2022,4,2,CloseFaster,MoreAll,User ID Display,NA,Campaign,15,0,0
4/7/2022,3,1,UnfairAdvantage,All,Facebook,Carousel,Campaign,2,0,0
3/8/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,5,0,0
17/5/2022,5,2,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0
29/6/2022,4,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0
10/6/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
12/7/2022,4,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,2,0,0
31/7/2022,6,3,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,12,0,125
20/8/2022,3,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0
6/7/2022,5,2,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
20/7/2022,5,2,CloseFaster,3steps,LinkedIn,Single image,Campaign,3,0,191
5/6/2022,3,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0
17/6/2022,1,1,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0
21/8/2022,4,2,CloseFaster,MoreAll,Domain Display,NA,Campaign,5,0,0
5/8/2022,1,1,UnfairAdvantage,1page,Facebook,Single image,Campaign,2,0,0
23/8/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,8,0,44
8/9/2022,5,2,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0
5/7/2022,1,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0
21/5/2022,5,2,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0
11/7/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0
2/6/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,4,0,2
16/5/2022,4,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,4,0,0
6/10/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0
5/9/2022,5,2,UnfairAdvantage,OnePage,Domain Display,NA,Campaign,5,0,0
21/6/2022,1,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0
30/6/2022,4,2,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0
4/5/2022,4,2,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,0
15/10/2022,4,2,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0
21/10/2022,5,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,10,0,0
9/8/2022,1,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0
7/9/2022,5,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,0
6/6/2022,3,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0
25/4/2022,4,2,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,48
22/8/2022,NA,NA,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0
13/8/2022,1,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0
4/9/2022,4,2,UnfairAdvantage,1page,LinkedIn,Single image,Campaign,1,0,0
12/10/2022,1,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,11,0,0
29/9/2022,1,1,UnfairAdvantage,OnePage,User ID Display,NA,Campaign,11,0,0
24/5/2022,NA,NA,CompetitiveOpportunity,Cancelingyourlock,LinkedIn,Single image,Campaign,1,0,0
6/10/2022,6,3,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,3,0,0
